slice_id,family,arm,scale,slice_kind,slice,quantity,point_estimate,ci95_image_clustered,n_questions,n_unique_images,cluster_unit,counts_provenance,n_resamples,rng_seed,training_seeds,across_training_seed_sd_ddof1,metric,analysis_role,comparison_status,source
E8A/A1r/train_40k/structural:verify/accuracy,E8A,A1r,train_40k,structural,verify,accuracy,0.522,0.50748 0.53561,2030,615,represented development imageId,INFERENCE,2000,0,0 1 2,0.00468,G21 pinned normalised exact match,DIAGNOSTIC,DESCRIPTIVE_ONLY,results/experiments/e8a_question_encoder/core_analysis_g21.json
v2_02/concat/train_40k/semantic:attr/accuracy,v2_02,concat,train_40k,semantic,attr,accuracy,0.4612,0.4456 0.47637,2964,691,represented development imageId,READ_FROM_ROW_EVIDENCE,2000,0,0 1 2 3 42,0.00227,v2_closed_vocab_top1_index_match,DIAGNOSTIC,DESCRIPTIVE_ONLY,results/closure/reconstructed_statistics.json
v2_02/concat/train_40k/semantic:cat/accuracy,v2_02,concat,train_40k,semantic,cat,accuracy,0.56583,0.50914 0.61781,439,219,represented development imageId,READ_FROM_ROW_EVIDENCE,2000,0,0 1 2 3 42,0.0026,v2_closed_vocab_top1_index_match,DIAGNOSTIC,DESCRIPTIVE_ONLY,results/closure/reconstructed_statistics.json
v2_02/concat/train_40k/semantic:global/accuracy,v2_02,concat,train_40k,semantic,global,accuracy,0.80736,0.75404 0.8575,163,133,represented development imageId,READ_FROM_ROW_EVIDENCE,2000,0,0 1 2 3 42,0.024,v2_closed_vocab_top1_index_match,DIAGNOSTIC,DESCRIPTIVE_ONLY,results/closure/reconstructed_statistics.json
v2_02/concat/train_40k/semantic:obj/accuracy,v2_02,concat,train_40k,semantic,obj,accuracy,0.59846,0.5754 0.62234,1170,547,represented development imageId,READ_FROM_ROW_EVIDENCE,2000,0,0 1 2 3 42,0.00812,v2_closed_vocab_top1_index_match,DIAGNOSTIC,DESCRIPTIVE_ONLY,results/closure/reconstructed_statistics.json
v2_02/concat/train_40k/semantic:rel/accuracy,v2_02,concat,train_40k,semantic,rel,accuracy,0.53553,0.51452 0.55627,2978,570,represented development imageId,READ_FROM_ROW_EVIDENCE,2000,0,0 1 2 3 42,0.00652,v2_closed_vocab_top1_index_match,DIAGNOSTIC,DESCRIPTIVE_ONLY,results/closure/reconstructed_statistics.json
v2_02/concat/train_40k/steps:3/accuracy,v2_02,concat,train_40k,steps,3,accuracy,0.50559,0.48805 0.52312,3330,658,represented development imageId,READ_FROM_ROW_EVIDENCE,2000,0,0 1 2 3 42,0.00603,v2_closed_vocab_top1_index_match,DIAGNOSTIC,DESCRIPTIVE_ONLY,results/closure/reconstructed_statistics.json
v2_02/concat/train_40k/steps:4/accuracy,v2_02,concat,train_40k,steps,4,accuracy,0.5046,0.47071 0.53715,870,396,represented development imageId,READ_FROM_ROW_EVIDENCE,2000,0,0 1 2 3 42,0.0074,v2_closed_vocab_top1_index_match,DIAGNOSTIC,DESCRIPTIVE_ONLY,results/closure/reconstructed_statistics.json
v2_02/concat/train_40k/steps:<=2/accuracy,v2_02,concat,train_40k,steps,<=2,accuracy,0.52867,0.51247 0.54586,2400,674,represented development imageId,READ_FROM_ROW_EVIDENCE,2000,0,0 1 2 3 42,0.0048,v2_closed_vocab_top1_index_match,DIAGNOSTIC,DESCRIPTIVE_ONLY,results/closure/reconstructed_statistics.json
v2_02/concat/train_40k/steps:>=5/accuracy,v2_02,concat,train_40k,steps,>=5,accuracy,0.58402,0.55945 0.60991,1114,531,represented development imageId,READ_FROM_ROW_EVIDENCE,2000,0,0 1 2 3 42,0.00865,v2_closed_vocab_top1_index_match,DIAGNOSTIC,DESCRIPTIVE_ONLY,results/closure/reconstructed_statistics.json
v2_02/concat/train_40k/structural:choose/accuracy,v2_02,concat,train_40k,structural,choose,accuracy,0.57697,0.55182 0.60113,1042,465,represented development imageId,READ_FROM_ROW_EVIDENCE,2000,0,0 1 2 3 42,0.00873,v2_closed_vocab_top1_index_match,DIAGNOSTIC,DESCRIPTIVE_ONLY,results/closure/reconstructed_statistics.json
v2_02/concat/train_40k/structural:compare/accuracy,v2_02,concat,train_40k,structural,compare,accuracy,0.57881,0.53597 0.62451,302,226,represented development imageId,READ_FROM_ROW_EVIDENCE,2000,0,0 1 2 3 42,0.01353,v2_closed_vocab_top1_index_match,DIAGNOSTIC,DESCRIPTIVE_ONLY,results/closure/reconstructed_statistics.json
v2_02/concat/train_40k/structural:logical/accuracy,v2_02,concat,train_40k,structural,logical,accuracy,0.57848,0.55481 0.60342,1236,561,represented development imageId,READ_FROM_ROW_EVIDENCE,2000,0,0 1 2 3 42,0.01079,v2_closed_vocab_top1_index_match,DIAGNOSTIC,DESCRIPTIVE_ONLY,results/closure/reconstructed_statistics.json
v2_02/concat/train_40k/structural:query/accuracy,v2_02,concat,train_40k,structural,query,accuracy,0.47951,0.45676 0.50277,3104,687,represented development imageId,READ_FROM_ROW_EVIDENCE,2000,0,0 1 2 3 42,0.00332,v2_closed_vocab_top1_index_match,DIAGNOSTIC,DESCRIPTIVE_ONLY,results/closure/reconstructed_statistics.json
v2_02/concat/train_40k/structural:verify/accuracy,v2_02,concat,train_40k,structural,verify,accuracy,0.52345,0.50607 0.54061,2030,615,represented development imageId,READ_FROM_ROW_EVIDENCE,2000,0,0 1 2 3 42,0.00734,v2_closed_vocab_top1_index_match,DIAGNOSTIC,DESCRIPTIVE_ONLY,results/closure/reconstructed_statistics.json
v2_02/fusion/train_40k/semantic:attr/accuracy,v2_02,fusion,train_40k,semantic,attr,accuracy,0.46444,0.44697 0.48159,2964,691,represented development imageId,READ_FROM_ROW_EVIDENCE,2000,0,0 1 2 3 42,0.00322,v2_closed_vocab_top1_index_match,DIAGNOSTIC,DESCRIPTIVE_ONLY,results/closure/reconstructed_statistics.json
v2_02/fusion/train_40k/semantic:cat/accuracy,v2_02,fusion,train_40k,semantic,cat,accuracy,0.56355,0.51162 0.6134,439,219,represented development imageId,READ_FROM_ROW_EVIDENCE,2000,0,0 1 2 3 42,0.00525,v2_closed_vocab_top1_index_match,DIAGNOSTIC,DESCRIPTIVE_ONLY,results/closure/reconstructed_statistics.json
v2_02/fusion/train_40k/semantic:global/accuracy,v2_02,fusion,train_40k,semantic,global,accuracy,0.80123,0.74267 0.85522,163,133,represented development imageId,READ_FROM_ROW_EVIDENCE,2000,0,0 1 2 3 42,0.016,v2_closed_vocab_top1_index_match,DIAGNOSTIC,DESCRIPTIVE_ONLY,results/closure/reconstructed_statistics.json
v2_02/fusion/train_40k/semantic:obj/accuracy,v2_02,fusion,train_40k,semantic,obj,accuracy,0.64103,0.61682 0.66633,1170,547,represented development imageId,READ_FROM_ROW_EVIDENCE,2000,0,0 1 2 3 42,0.00557,v2_closed_vocab_top1_index_match,DIAGNOSTIC,DESCRIPTIVE_ONLY,results/closure/reconstructed_statistics.json
v2_02/fusion/train_40k/semantic:rel/accuracy,v2_02,fusion,train_40k,semantic,rel,accuracy,0.55359,0.53251 0.57507,2978,570,represented development imageId,READ_FROM_ROW_EVIDENCE,2000,0,0 1 2 3 42,0.00534,v2_closed_vocab_top1_index_match,DIAGNOSTIC,DESCRIPTIVE_ONLY,results/closure/reconstructed_statistics.json
v2_02/fusion/train_40k/steps:3/accuracy,v2_02,fusion,train_40k,steps,3,accuracy,0.50312,0.48459 0.52153,3330,658,represented development imageId,READ_FROM_ROW_EVIDENCE,2000,0,0 1 2 3 42,0.00323,v2_closed_vocab_top1_index_match,DIAGNOSTIC,DESCRIPTIVE_ONLY,results/closure/reconstructed_statistics.json
v2_02/fusion/train_40k/steps:4/accuracy,v2_02,fusion,train_40k,steps,4,accuracy,0.53425,0.50284 0.56727,870,396,represented development imageId,READ_FROM_ROW_EVIDENCE,2000,0,0 1 2 3 42,0.00249,v2_closed_vocab_top1_index_match,DIAGNOSTIC,DESCRIPTIVE_ONLY,results/closure/reconstructed_statistics.json
v2_02/fusion/train_40k/steps:<=2/accuracy,v2_02,fusion,train_40k,steps,<=2,accuracy,0.54942,0.53239 0.56697,2400,674,represented development imageId,READ_FROM_ROW_EVIDENCE,2000,0,0 1 2 3 42,0.00326,v2_closed_vocab_top1_index_match,DIAGNOSTIC,DESCRIPTIVE_ONLY,results/closure/reconstructed_statistics.json
v2_02/fusion/train_40k/steps:>=5/accuracy,v2_02,fusion,train_40k,steps,>=5,accuracy,0.62334,0.59786 0.6495,1114,531,represented development imageId,READ_FROM_ROW_EVIDENCE,2000,0,0 1 2 3 42,0.00617,v2_closed_vocab_top1_index_match,DIAGNOSTIC,DESCRIPTIVE_ONLY,results/closure/reconstructed_statistics.json
v2_02/fusion/train_40k/structural:choose/accuracy,v2_02,fusion,train_40k,structural,choose,accuracy,0.55393,0.52733 0.58099,1042,465,represented development imageId,READ_FROM_ROW_EVIDENCE,2000,0,0 1 2 3 42,0.00514,v2_closed_vocab_top1_index_match,DIAGNOSTIC,DESCRIPTIVE_ONLY,results/closure/reconstructed_statistics.json
v2_02/fusion/train_40k/structural:compare/accuracy,v2_02,fusion,train_40k,structural,compare,accuracy,0.55364,0.50779 0.60206,302,226,represented development imageId,READ_FROM_ROW_EVIDENCE,2000,0,0 1 2 3 42,0.00977,v2_closed_vocab_top1_index_match,DIAGNOSTIC,DESCRIPTIVE_ONLY,results/closure/reconstructed_statistics.json
v2_02/fusion/train_40k/structural:logical/accuracy,v2_02,fusion,train_40k,structural,logical,accuracy,0.6165,0.59179 0.64201,1236,561,represented development imageId,READ_FROM_ROW_EVIDENCE,2000,0,0 1 2 3 42,0.00805,v2_closed_vocab_top1_index_match,DIAGNOSTIC,DESCRIPTIVE_ONLY,results/closure/reconstructed_statistics.json
v2_02/fusion/train_40k/structural:query/accuracy,v2_02,fusion,train_40k,structural,query,accuracy,0.48015,0.45799 0.50385,3104,687,represented development imageId,READ_FROM_ROW_EVIDENCE,2000,0,0 1 2 3 42,0.00331,v2_closed_vocab_top1_index_match,DIAGNOSTIC,DESCRIPTIVE_ONLY,results/closure/reconstructed_statistics.json
v2_02/fusion/train_40k/structural:verify/accuracy,v2_02,fusion,train_40k,structural,verify,accuracy,0.56966,0.55042 0.58836,2030,615,represented development imageId,READ_FROM_ROW_EVIDENCE,2000,0,0 1 2 3 42,0.00734,v2_closed_vocab_top1_index_match,DIAGNOSTIC,DESCRIPTIVE_ONLY,results/closure/reconstructed_statistics.json
v2_05c/fusion_minus_concat/train_40k/semantic:attr/five_seed,v2_05c,fusion minus concat,train_40k,semantic,attr,paired accuracy gap,0.00324,-0.00762 0.01441,2964,691,represented development imageId,READ_FROM_SOURCE,2000,0,0 1 2 3 42,0.00452,v2_closed_vocab_top1_index_match,SECONDARY,CAPACITY_CONFOUNDED,results/experiments/v2_05_types/addendum_clustered.json
v2_05c/fusion_minus_concat/train_40k/semantic:attr/seed42,v2_05c,fusion minus concat,train_40k,semantic,attr,paired accuracy gap,-0.00439,-0.02343 0.01387,2964,691,represented development imageId,READ_FROM_SOURCE,2000,0,42,,v2_closed_vocab_top1_index_match,SECONDARY,CAPACITY_CONFOUNDED,results/experiments/v2_05_types/addendum_clustered.json
v2_05c/fusion_minus_concat/train_40k/semantic:cat/five_seed,v2_05c,fusion minus concat,train_40k,semantic,cat,paired accuracy gap,-0.00228,-0.01639 0.01264,439,219,represented development imageId,READ_FROM_SOURCE,2000,0,0 1 2 3 42,0.00483,v2_closed_vocab_top1_index_match,SECONDARY,CAPACITY_CONFOUNDED,results/experiments/v2_05_types/addendum_clustered.json
v2_05c/fusion_minus_concat/train_40k/semantic:cat/seed42,v2_05c,fusion minus concat,train_40k,semantic,cat,paired accuracy gap,0.00456,-0.02734 0.03633,439,219,represented development imageId,READ_FROM_SOURCE,2000,0,42,,v2_closed_vocab_top1_index_match,SECONDARY,CAPACITY_CONFOUNDED,results/experiments/v2_05_types/addendum_clustered.json
v2_05c/fusion_minus_concat/train_40k/semantic:global/five_seed,v2_05c,fusion minus concat,train_40k,semantic,global,paired accuracy gap,-0.00613,-0.03558 0.02099,163,133,represented development imageId,READ_FROM_SOURCE,2000,0,0 1 2 3 42,0.01891,v2_closed_vocab_top1_index_match,SECONDARY,CAPACITY_CONFOUNDED,results/experiments/v2_05_types/addendum_clustered.json
v2_05c/fusion_minus_concat/train_40k/semantic:global/seed42,v2_05c,fusion minus concat,train_40k,semantic,global,paired accuracy gap,-0.0184,-0.06876 0.03068,163,133,represented development imageId,READ_FROM_SOURCE,2000,0,42,,v2_closed_vocab_top1_index_match,SECONDARY,CAPACITY_CONFOUNDED,results/experiments/v2_05_types/addendum_clustered.json
v2_05c/fusion_minus_concat/train_40k/semantic:obj/five_seed,v2_05c,fusion minus concat,train_40k,semantic,obj,paired accuracy gap,0.04257,0.023 0.06247,1170,547,represented development imageId,READ_FROM_SOURCE,2000,0,0 1 2 3 42,0.00945,v2_closed_vocab_top1_index_match,SECONDARY,CAPACITY_CONFOUNDED,results/experiments/v2_05_types/addendum_clustered.json
v2_05c/fusion_minus_concat/train_40k/semantic:obj/seed42,v2_05c,fusion minus concat,train_40k,semantic,obj,paired accuracy gap,0.03932,0.01424 0.06444,1170,547,represented development imageId,READ_FROM_SOURCE,2000,0,42,,v2_closed_vocab_top1_index_match,SECONDARY,CAPACITY_CONFOUNDED,results/experiments/v2_05_types/addendum_clustered.json
v2_05c/fusion_minus_concat/train_40k/semantic:rel/five_seed,v2_05c,fusion minus concat,train_40k,semantic,rel,paired accuracy gap,0.01806,0.00921 0.0278,2978,570,represented development imageId,READ_FROM_SOURCE,2000,0,0 1 2 3 42,0.00548,v2_closed_vocab_top1_index_match,SECONDARY,CAPACITY_CONFOUNDED,results/experiments/v2_05_types/addendum_clustered.json
v2_05c/fusion_minus_concat/train_40k/semantic:rel/seed42,v2_05c,fusion minus concat,train_40k,semantic,rel,paired accuracy gap,0.02552,0.01043 0.04109,2978,570,represented development imageId,READ_FROM_SOURCE,2000,0,42,,v2_closed_vocab_top1_index_match,SECONDARY,CAPACITY_CONFOUNDED,results/experiments/v2_05_types/addendum_clustered.json
v2_05c/fusion_minus_concat/train_40k/steps:3/five_seed,v2_05c,fusion minus concat,train_40k,steps,3,paired accuracy gap,-0.00246,-0.01163 0.00644,3330,658,represented development imageId,READ_FROM_SOURCE,2000,0,0 1 2 3 42,0.00461,v2_closed_vocab_top1_index_match,SECONDARY,CAPACITY_CONFOUNDED,results/experiments/v2_05_types/addendum_clustered.json
v2_05c/fusion_minus_concat/train_40k/steps:3/seed42,v2_05c,fusion minus concat,train_40k,steps,3,paired accuracy gap,0.0048,-0.00991 0.01914,3330,658,represented development imageId,READ_FROM_SOURCE,2000,0,42,,v2_closed_vocab_top1_index_match,SECONDARY,CAPACITY_CONFOUNDED,results/experiments/v2_05_types/addendum_clustered.json
v2_05c/fusion_minus_concat/train_40k/steps:4/five_seed,v2_05c,fusion minus concat,train_40k,steps,4,paired accuracy gap,0.02966,0.00912 0.05049,870,396,represented development imageId,READ_FROM_SOURCE,2000,0,0 1 2 3 42,0.00946,v2_closed_vocab_top1_index_match,SECONDARY,CAPACITY_CONFOUNDED,results/experiments/v2_05_types/addendum_clustered.json
v2_05c/fusion_minus_concat/train_40k/steps:4/seed42,v2_05c,fusion minus concat,train_40k,steps,4,paired accuracy gap,0.02644,-0.00117 0.05474,870,396,represented development imageId,READ_FROM_SOURCE,2000,0,42,,v2_closed_vocab_top1_index_match,SECONDARY,CAPACITY_CONFOUNDED,results/experiments/v2_05_types/addendum_clustered.json
v2_05c/fusion_minus_concat/train_40k/steps:<=2/five_seed,v2_05c,fusion minus concat,train_40k,steps,<=2,paired accuracy gap,0.02075,0.00876 0.03247,2400,674,represented development imageId,READ_FROM_SOURCE,2000,0,0 1 2 3 42,0.00669,v2_closed_vocab_top1_index_match,SECONDARY,CAPACITY_CONFOUNDED,results/experiments/v2_05_types/addendum_clustered.json
v2_05c/fusion_minus_concat/train_40k/steps:<=2/seed42,v2_05c,fusion minus concat,train_40k,steps,<=2,paired accuracy gap,0.01042,-0.00916 0.03016,2400,674,represented development imageId,READ_FROM_SOURCE,2000,0,42,,v2_closed_vocab_top1_index_match,SECONDARY,CAPACITY_CONFOUNDED,results/experiments/v2_05_types/addendum_clustered.json
v2_05c/fusion_minus_concat/train_40k/steps:>=5/five_seed,v2_05c,fusion minus concat,train_40k,steps,>=5,paired accuracy gap,0.03932,0.01872 0.05975,1114,531,represented development imageId,READ_FROM_SOURCE,2000,0,0 1 2 3 42,0.0063,v2_closed_vocab_top1_index_match,SECONDARY,CAPACITY_CONFOUNDED,results/experiments/v2_05_types/addendum_clustered.json
v2_05c/fusion_minus_concat/train_40k/steps:>=5/seed42,v2_05c,fusion minus concat,train_40k,steps,>=5,paired accuracy gap,0.0395,0.01297 0.06595,1114,531,represented development imageId,READ_FROM_SOURCE,2000,0,42,,v2_closed_vocab_top1_index_match,SECONDARY,CAPACITY_CONFOUNDED,results/experiments/v2_05_types/addendum_clustered.json
v2_05c/fusion_minus_concat/train_40k/structural:choose/five_seed,v2_05c,fusion minus concat,train_40k,structural,choose,paired accuracy gap,-0.02303,-0.03669 -0.00954,1042,465,represented development imageId,READ_FROM_SOURCE,2000,0,0 1 2 3 42,0.01056,v2_closed_vocab_top1_index_match,SECONDARY,CAPACITY_CONFOUNDED,results/experiments/v2_05_types/addendum_clustered.json
v2_05c/fusion_minus_concat/train_40k/structural:choose/seed42,v2_05c,fusion minus concat,train_40k,structural,choose,paired accuracy gap,-0.01631,-0.03949 0.0066,1042,465,represented development imageId,READ_FROM_SOURCE,2000,0,42,,v2_closed_vocab_top1_index_match,SECONDARY,CAPACITY_CONFOUNDED,results/experiments/v2_05_types/addendum_clustered.json
v2_05c/fusion_minus_concat/train_40k/structural:compare/five_seed,v2_05c,fusion minus concat,train_40k,structural,compare,paired accuracy gap,-0.02517,-0.06598 0.01355,302,226,represented development imageId,READ_FROM_SOURCE,2000,0,0 1 2 3 42,0.02229,v2_closed_vocab_top1_index_match,SECONDARY,CAPACITY_CONFOUNDED,results/experiments/v2_05_types/addendum_clustered.json
v2_05c/fusion_minus_concat/train_40k/structural:compare/seed42,v2_05c,fusion minus concat,train_40k,structural,compare,paired accuracy gap,-0.04305,-0.10065 0.01347,302,226,represented development imageId,READ_FROM_SOURCE,2000,0,42,,v2_closed_vocab_top1_index_match,SECONDARY,CAPACITY_CONFOUNDED,results/experiments/v2_05_types/addendum_clustered.json
v2_05c/fusion_minus_concat/train_40k/structural:logical/five_seed,v2_05c,fusion minus concat,train_40k,structural,logical,paired accuracy gap,0.03802,0.01687 0.05815,1236,561,represented development imageId,READ_FROM_SOURCE,2000,0,0 1 2 3 42,0.00763,v2_closed_vocab_top1_index_match,SECONDARY,CAPACITY_CONFOUNDED,results/experiments/v2_05_types/addendum_clustered.json
v2_05c/fusion_minus_concat/train_40k/structural:logical/seed42,v2_05c,fusion minus concat,train_40k,structural,logical,paired accuracy gap,0.04045,0.01403 0.0676,1236,561,represented development imageId,READ_FROM_SOURCE,2000,0,42,,v2_closed_vocab_top1_index_match,SECONDARY,CAPACITY_CONFOUNDED,results/experiments/v2_05_types/addendum_clustered.json
v2_05c/fusion_minus_concat/train_40k/structural:query/five_seed,v2_05c,fusion minus concat,train_40k,structural,query,paired accuracy gap,0.00064,-0.00711 0.0081,3104,687,represented development imageId,READ_FROM_SOURCE,2000,0,0 1 2 3 42,0.00446,v2_closed_vocab_top1_index_match,SECONDARY,CAPACITY_CONFOUNDED,results/experiments/v2_05_types/addendum_clustered.json
v2_05c/fusion_minus_concat/train_40k/structural:query/seed42,v2_05c,fusion minus concat,train_40k,structural,query,paired accuracy gap,0.00129,-0.01362 0.01608,3104,687,represented development imageId,READ_FROM_SOURCE,2000,0,42,,v2_closed_vocab_top1_index_match,SECONDARY,CAPACITY_CONFOUNDED,results/experiments/v2_05_types/addendum_clustered.json
v2_05c/fusion_minus_concat/train_40k/structural:verify/five_seed,v2_05c,fusion minus concat,train_40k,structural,verify,paired accuracy gap,0.04621,0.03236 0.06034,2030,615,represented development imageId,READ_FROM_SOURCE,2000,0,0 1 2 3 42,0.00854,v2_closed_vocab_top1_index_match,SECONDARY,CAPACITY_CONFOUNDED,results/experiments/v2_05_types/addendum_clustered.json
v2_05c/fusion_minus_concat/train_40k/structural:verify/seed42,v2_05c,fusion minus concat,train_40k,structural,verify,paired accuracy gap,0.04138,0.02111 0.06274,2030,615,represented development imageId,READ_FROM_SOURCE,2000,0,42,,v2_closed_vocab_top1_index_match,SECONDARY,CAPACITY_CONFOUNDED,results/experiments/v2_05_types/addendum_clustered.json
v2_06/concat/train_40k/structural:choose/drop_shuffled,v2_06,concat,train_40k,structural,choose,drop_shuffled,0.11536,0.08367 0.14685,1042,465,represented development imageId,READ_FROM_ROW_EVIDENCE,2000,0,0 1 2 3 42,0.01003,v2_closed_vocab_top1_index_match,SECONDARY,CLEAN_PAIRED_CONTROL,results/closure/reconstructed_statistics.json
v2_06/concat/train_40k/structural:choose/drop_zeroed,v2_06,concat,train_40k,structural,choose,drop_zeroed,0.07351,0.04616 0.10112,1042,465,represented development imageId,READ_FROM_ROW_EVIDENCE,2000,0,0 1 2 3 42,0.00437,v2_closed_vocab_top1_index_match,SECONDARY,CLEAN_PAIRED_CONTROL,results/closure/reconstructed_statistics.json
v2_06/concat/train_40k/structural:compare/drop_shuffled,v2_06,concat,train_40k,structural,compare,drop_shuffled,0.0106,-0.03542 0.05856,302,226,represented development imageId,READ_FROM_ROW_EVIDENCE,2000,0,0 1 2 3 42,0.02311,v2_closed_vocab_top1_index_match,SECONDARY,CLEAN_PAIRED_CONTROL,results/closure/reconstructed_statistics.json
v2_06/concat/train_40k/structural:compare/drop_zeroed,v2_06,concat,train_40k,structural,compare,drop_zeroed,0.02318,-0.01534 0.06195,302,226,represented development imageId,READ_FROM_ROW_EVIDENCE,2000,0,0 1 2 3 42,0.02055,v2_closed_vocab_top1_index_match,SECONDARY,CLEAN_PAIRED_CONTROL,results/closure/reconstructed_statistics.json
v2_06/concat/train_40k/structural:logical/drop_shuffled,v2_06,concat,train_40k,structural,logical,drop_shuffled,0.03366,0.00858 0.06013,1236,561,represented development imageId,READ_FROM_ROW_EVIDENCE,2000,0,0 1 2 3 42,0.02117,v2_closed_vocab_top1_index_match,SECONDARY,CLEAN_PAIRED_CONTROL,results/closure/reconstructed_statistics.json
v2_06/concat/train_40k/structural:logical/drop_zeroed,v2_06,concat,train_40k,structural,logical,drop_zeroed,0.01796,-0.00245 0.03945,1236,561,represented development imageId,READ_FROM_ROW_EVIDENCE,2000,0,0 1 2 3 42,0.0167,v2_closed_vocab_top1_index_match,SECONDARY,CLEAN_PAIRED_CONTROL,results/closure/reconstructed_statistics.json
v2_06/concat/train_40k/structural:query/drop_shuffled,v2_06,concat,train_40k,structural,query,drop_shuffled,0.2261,0.20096 0.25104,3104,687,represented development imageId,READ_FROM_ROW_EVIDENCE,2000,0,0 1 2 3 42,0.00394,v2_closed_vocab_top1_index_match,SECONDARY,CLEAN_PAIRED_CONTROL,results/closure/reconstructed_statistics.json
v2_06/concat/train_40k/structural:query/drop_zeroed,v2_06,concat,train_40k,structural,query,drop_zeroed,0.18428,0.16038 0.20926,3104,687,represented development imageId,READ_FROM_ROW_EVIDENCE,2000,0,0 1 2 3 42,0.00523,v2_closed_vocab_top1_index_match,SECONDARY,CLEAN_PAIRED_CONTROL,results/closure/reconstructed_statistics.json
v2_06/concat/train_40k/structural:verify/drop_shuffled,v2_06,concat,train_40k,structural,verify,drop_shuffled,0.01793,-0.00046 0.03533,2030,615,represented development imageId,READ_FROM_ROW_EVIDENCE,2000,0,0 1 2 3 42,0.00998,v2_closed_vocab_top1_index_match,SECONDARY,CLEAN_PAIRED_CONTROL,results/closure/reconstructed_statistics.json
v2_06/concat/train_40k/structural:verify/drop_zeroed,v2_06,concat,train_40k,structural,verify,drop_zeroed,0.04562,0.02907 0.06133,2030,615,represented development imageId,READ_FROM_ROW_EVIDENCE,2000,0,0 1 2 3 42,0.00643,v2_closed_vocab_top1_index_match,SECONDARY,CLEAN_PAIRED_CONTROL,results/closure/reconstructed_statistics.json
v2_06/fusion/train_40k/structural:choose/drop_shuffled,v2_06,fusion,train_40k,structural,choose,drop_shuffled,0.11344,0.08083 0.14787,1042,465,represented development imageId,READ_FROM_ROW_EVIDENCE,2000,0,0 1 2 3 42,0.01128,v2_closed_vocab_top1_index_match,SECONDARY,CLEAN_PAIRED_CONTROL,results/closure/reconstructed_statistics.json
v2_06/fusion/train_40k/structural:choose/drop_zeroed,v2_06,fusion,train_40k,structural,choose,drop_zeroed,0.05547,0.02595 0.08566,1042,465,represented development imageId,READ_FROM_ROW_EVIDENCE,2000,0,0 1 2 3 42,0.00355,v2_closed_vocab_top1_index_match,SECONDARY,CLEAN_PAIRED_CONTROL,results/closure/reconstructed_statistics.json
v2_06/fusion/train_40k/structural:compare/drop_shuffled,v2_06,fusion,train_40k,structural,compare,drop_shuffled,0.00861,-0.04576 0.06736,302,226,represented development imageId,READ_FROM_ROW_EVIDENCE,2000,0,0 1 2 3 42,0.01967,v2_closed_vocab_top1_index_match,SECONDARY,CLEAN_PAIRED_CONTROL,results/closure/reconstructed_statistics.json
v2_06/fusion/train_40k/structural:compare/drop_zeroed,v2_06,fusion,train_40k,structural,compare,drop_zeroed,-0.01854,-0.07774 0.03988,302,226,represented development imageId,READ_FROM_ROW_EVIDENCE,2000,0,0 1 2 3 42,0.01564,v2_closed_vocab_top1_index_match,SECONDARY,CLEAN_PAIRED_CONTROL,results/closure/reconstructed_statistics.json
v2_06/fusion/train_40k/structural:logical/drop_shuffled,v2_06,fusion,train_40k,structural,logical,drop_shuffled,0.10275,0.06784 0.1383,1236,561,represented development imageId,READ_FROM_ROW_EVIDENCE,2000,0,0 1 2 3 42,0.00776,v2_closed_vocab_top1_index_match,SECONDARY,CLEAN_PAIRED_CONTROL,results/closure/reconstructed_statistics.json
v2_06/fusion/train_40k/structural:logical/drop_zeroed,v2_06,fusion,train_40k,structural,logical,drop_zeroed,0.061,0.0281 0.09203,1236,561,represented development imageId,READ_FROM_ROW_EVIDENCE,2000,0,0 1 2 3 42,0.00556,v2_closed_vocab_top1_index_match,SECONDARY,CLEAN_PAIRED_CONTROL,results/closure/reconstructed_statistics.json
v2_06/fusion/train_40k/structural:query/drop_shuffled,v2_06,fusion,train_40k,structural,query,drop_shuffled,0.22674,0.20295 0.25199,3104,687,represented development imageId,READ_FROM_ROW_EVIDENCE,2000,0,0 1 2 3 42,0.00321,v2_closed_vocab_top1_index_match,SECONDARY,CLEAN_PAIRED_CONTROL,results/closure/reconstructed_statistics.json
v2_06/fusion/train_40k/structural:query/drop_zeroed,v2_06,fusion,train_40k,structural,query,drop_zeroed,0.18789,0.16325 0.21355,3104,687,represented development imageId,READ_FROM_ROW_EVIDENCE,2000,0,0 1 2 3 42,0.00864,v2_closed_vocab_top1_index_match,SECONDARY,CLEAN_PAIRED_CONTROL,results/closure/reconstructed_statistics.json
v2_06/fusion/train_40k/structural:verify/drop_shuffled,v2_06,fusion,train_40k,structural,verify,drop_shuffled,0.0735,0.04781 0.10077,2030,615,represented development imageId,READ_FROM_ROW_EVIDENCE,2000,0,0 1 2 3 42,0.00502,v2_closed_vocab_top1_index_match,SECONDARY,CLEAN_PAIRED_CONTROL,results/closure/reconstructed_statistics.json
v2_06/fusion/train_40k/structural:verify/drop_zeroed,v2_06,fusion,train_40k,structural,verify,drop_zeroed,0.10128,0.07835 0.12445,2030,615,represented development imageId,READ_FROM_ROW_EVIDENCE,2000,0,0 1 2 3 42,0.01131,v2_closed_vocab_top1_index_match,SECONDARY,CLEAN_PAIRED_CONTROL,results/closure/reconstructed_statistics.json
