evidence_id,evidence_class,experiment_family,story_stage,scientific_role,source_key,quantity,canonical_source_path,canonical_source_sha256,split,training_scale,model_system,seed_set,n_training_seeds,point_estimate,across_training_seed_sd_ddof1,ci95,ci_type,cluster_unit,n_questions,n_unique_images,answer_set_size,metric_id,analysis_role,comparison_class,evidence_readiness,checkpoint_selection,excludes_zero,proposed_figure_use,proposed_table_use,proposed_dissertation_section,proposed_supervisor_slide,appendix_destination,mandatory_limitation
EV-EFF-E7b.e8a_a0p.cached_image_question_side,EFF,E7b,S14_EFFICIENCY_TRADEOFF,CORE,E7b::e8a_a0p::cached_image_question_side,CACHED_IMAGE_QUESTION_SIDE latency,results/experiments/e7b_serial_efficiency/e7b_results.json,c55d61600124ed76a6383f87d6f0a8744f4d51eec24b2f53ef8aa9edeb76bae4,"timing sample, not an accuracy split",NOT_APPLICABLE,e8a_a0p::cached_image_question_side,NOT_APPLICABLE,,,,,NO_INTERVAL: warm median over repeated passes; the across-pass spread is recorded in the source artefact,NOT_APPLICABLE,,,,latency_and_memory_components,SECONDARY,DESCRIPTIVE_ONLY,VERIFIED,no training; measurement only,,VE0-FIG-A6,VE0-TAB-06,R8_COMPUTATIONAL_EFFICIENCY,,VE0-FIG-A6,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. Latency efficiency only, measured on one node. No power or energy measurement exists anywhere in this project. E7b (otter155) and E9 (otter159) are separate frontiers and are never merged: the fusion bridge control failed its pre-registered 10 per cent tolerance at -18.69 per cent and no adjustment factor is applied. timing_kind=CACHED_IMAGE_QUESTION_SIDE; node=otter155.eps.surrey.ac.uk; precision=fp32 inference; batch_size=1; comparable_with_end_to_end=false."
EV-EFF-E7b.e8a_a1,EFF,E7b,S14_EFFICIENCY_TRADEOFF,CORE,E7b::e8a_a1,END_TO_END_SERIAL latency,results/experiments/e7b_serial_efficiency/e7b_results.json,c55d61600124ed76a6383f87d6f0a8744f4d51eec24b2f53ef8aa9edeb76bae4,"timing sample, not an accuracy split",NOT_APPLICABLE,e8a_a1,NOT_APPLICABLE,,20.146,,,NO_INTERVAL: warm median over repeated passes; the across-pass spread is recorded in the source artefact,NOT_APPLICABLE,,,,warm_median_serial_latency_ms,SECONDARY,DESCRIPTIVE_ONLY,VERIFIED,no training; measurement only,,VE0-FIG-09|VE0-FIG-A6,VE0-TAB-06,R8_COMPUTATIONAL_EFFICIENCY,SLIDE-11-COST-PER-QUERY,VE0-FIG-A6,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. Latency efficiency only, measured on one node. No power or energy measurement exists anywhere in this project. E7b (otter155) and E9 (otter159) are separate frontiers and are never merged: the fusion bridge control failed its pre-registered 10 per cent tolerance at -18.69 per cent and no adjustment factor is applied. timing_kind=END_TO_END_SERIAL; node=otter155.eps.surrey.ac.uk; precision=fp32 inference; batch_size=1; comparable_with_end_to_end=true."
EV-EFF-E7b.e8a_a1.cached_feature_head_only,EFF,E7b,S14_EFFICIENCY_TRADEOFF,CORE,E7b::e8a_a1::cached_feature_head_only,CACHED_FEATURE_HEAD_ONLY latency,results/experiments/e7b_serial_efficiency/e7b_results.json,c55d61600124ed76a6383f87d6f0a8744f4d51eec24b2f53ef8aa9edeb76bae4,"timing sample, not an accuracy split",NOT_APPLICABLE,e8a_a1::cached_feature_head_only,NOT_APPLICABLE,,,,,NO_INTERVAL: warm median over repeated passes; the across-pass spread is recorded in the source artefact,NOT_APPLICABLE,,,,latency_and_memory_components,SECONDARY,DESCRIPTIVE_ONLY,VERIFIED,no training; measurement only,,VE0-FIG-A6,VE0-TAB-06,R8_COMPUTATIONAL_EFFICIENCY,,VE0-FIG-A6,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. Latency efficiency only, measured on one node. No power or energy measurement exists anywhere in this project. E7b (otter155) and E9 (otter159) are separate frontiers and are never merged: the fusion bridge control failed its pre-registered 10 per cent tolerance at -18.69 per cent and no adjustment factor is applied. timing_kind=CACHED_FEATURE_HEAD_ONLY; node=otter155.eps.surrey.ac.uk; precision=fp32 inference; batch_size=1; comparable_with_end_to_end=false."
EV-EFF-E7b.e8a_a1.cached_image_question_side,EFF,E7b,S14_EFFICIENCY_TRADEOFF,CORE,E7b::e8a_a1::cached_image_question_side,CACHED_IMAGE_QUESTION_SIDE latency,results/experiments/e7b_serial_efficiency/e7b_results.json,c55d61600124ed76a6383f87d6f0a8744f4d51eec24b2f53ef8aa9edeb76bae4,"timing sample, not an accuracy split",NOT_APPLICABLE,e8a_a1::cached_image_question_side,NOT_APPLICABLE,,,,,NO_INTERVAL: warm median over repeated passes; the across-pass spread is recorded in the source artefact,NOT_APPLICABLE,,,,latency_and_memory_components,SECONDARY,DESCRIPTIVE_ONLY,VERIFIED,no training; measurement only,,VE0-FIG-A6,VE0-TAB-06,R8_COMPUTATIONAL_EFFICIENCY,,VE0-FIG-A6,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. Latency efficiency only, measured on one node. No power or energy measurement exists anywhere in this project. E7b (otter155) and E9 (otter159) are separate frontiers and are never merged: the fusion bridge control failed its pre-registered 10 per cent tolerance at -18.69 per cent and no adjustment factor is applied. timing_kind=CACHED_IMAGE_QUESTION_SIDE; node=otter155.eps.surrey.ac.uk; precision=fp32 inference; batch_size=1; comparable_with_end_to_end=false."
EV-EFF-E7b.fusion,EFF,E7b,S14_EFFICIENCY_TRADEOFF,CORE,E7b::fusion,END_TO_END_SERIAL latency,results/experiments/e7b_serial_efficiency/e7b_results.json,c55d61600124ed76a6383f87d6f0a8744f4d51eec24b2f53ef8aa9edeb76bae4,"timing sample, not an accuracy split",NOT_APPLICABLE,fusion,NOT_APPLICABLE,,7.6351,,,NO_INTERVAL: warm median over repeated passes; the across-pass spread is recorded in the source artefact,NOT_APPLICABLE,,,,warm_median_serial_latency_ms,SECONDARY,DESCRIPTIVE_ONLY,VERIFIED,no training; measurement only,,VE0-FIG-09|VE0-FIG-A6,VE0-TAB-06,R8_COMPUTATIONAL_EFFICIENCY,SLIDE-11-COST-PER-QUERY,VE0-FIG-A6,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. Latency efficiency only, measured on one node. No power or energy measurement exists anywhere in this project. E7b (otter155) and E9 (otter159) are separate frontiers and are never merged: the fusion bridge control failed its pre-registered 10 per cent tolerance at -18.69 per cent and no adjustment factor is applied. timing_kind=END_TO_END_SERIAL; node=otter155.eps.surrey.ac.uk; precision=fp32 inference; batch_size=1; comparable_with_end_to_end=true."
EV-EFF-E7b.fusion.cached_feature_head_only,EFF,E7b,S14_EFFICIENCY_TRADEOFF,CORE,E7b::fusion::cached_feature_head_only,CACHED_FEATURE_HEAD_ONLY latency,results/experiments/e7b_serial_efficiency/e7b_results.json,c55d61600124ed76a6383f87d6f0a8744f4d51eec24b2f53ef8aa9edeb76bae4,"timing sample, not an accuracy split",NOT_APPLICABLE,fusion::cached_feature_head_only,NOT_APPLICABLE,,,,,NO_INTERVAL: warm median over repeated passes; the across-pass spread is recorded in the source artefact,NOT_APPLICABLE,,,,latency_and_memory_components,SECONDARY,DESCRIPTIVE_ONLY,VERIFIED,no training; measurement only,,VE0-FIG-A6,VE0-TAB-06,R8_COMPUTATIONAL_EFFICIENCY,,VE0-FIG-A6,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. Latency efficiency only, measured on one node. No power or energy measurement exists anywhere in this project. E7b (otter155) and E9 (otter159) are separate frontiers and are never merged: the fusion bridge control failed its pre-registered 10 per cent tolerance at -18.69 per cent and no adjustment factor is applied. timing_kind=CACHED_FEATURE_HEAD_ONLY; node=otter155.eps.surrey.ac.uk; precision=fp32 inference; batch_size=1; comparable_with_end_to_end=false."
EV-EFF-E7b.fusion.cached_image_question_side,EFF,E7b,S14_EFFICIENCY_TRADEOFF,CORE,E7b::fusion::cached_image_question_side,CACHED_IMAGE_QUESTION_SIDE latency,results/experiments/e7b_serial_efficiency/e7b_results.json,c55d61600124ed76a6383f87d6f0a8744f4d51eec24b2f53ef8aa9edeb76bae4,"timing sample, not an accuracy split",NOT_APPLICABLE,fusion::cached_image_question_side,NOT_APPLICABLE,,,,,NO_INTERVAL: warm median over repeated passes; the across-pass spread is recorded in the source artefact,NOT_APPLICABLE,,,,latency_and_memory_components,SECONDARY,DESCRIPTIVE_ONLY,VERIFIED,no training; measurement only,,VE0-FIG-A6,VE0-TAB-06,R8_COMPUTATIONAL_EFFICIENCY,,VE0-FIG-A6,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. Latency efficiency only, measured on one node. No power or energy measurement exists anywhere in this project. E7b (otter155) and E9 (otter159) are separate frontiers and are never merged: the fusion bridge control failed its pre-registered 10 per cent tolerance at -18.69 per cent and no adjustment factor is applied. timing_kind=CACHED_IMAGE_QUESTION_SIDE; node=otter155.eps.surrey.ac.uk; precision=fp32 inference; batch_size=1; comparable_with_end_to_end=false."
EV-EFF-E7b.question_only,EFF,E7b,S14_EFFICIENCY_TRADEOFF,CORE,E7b::question_only,END_TO_END_SERIAL latency,results/experiments/e7b_serial_efficiency/e7b_results.json,c55d61600124ed76a6383f87d6f0a8744f4d51eec24b2f53ef8aa9edeb76bae4,"timing sample, not an accuracy split",NOT_APPLICABLE,question_only,NOT_APPLICABLE,,1.9603,,,NO_INTERVAL: warm median over repeated passes; the across-pass spread is recorded in the source artefact,NOT_APPLICABLE,,,,warm_median_serial_latency_ms,SECONDARY,DESCRIPTIVE_ONLY,VERIFIED,no training; measurement only,,VE0-FIG-09|VE0-FIG-A6,VE0-TAB-06,R8_COMPUTATIONAL_EFFICIENCY,SLIDE-11-COST-PER-QUERY,VE0-FIG-A6,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. Latency efficiency only, measured on one node. No power or energy measurement exists anywhere in this project. E7b (otter155) and E9 (otter159) are separate frontiers and are never merged: the fusion bridge control failed its pre-registered 10 per cent tolerance at -18.69 per cent and no adjustment factor is applied. timing_kind=END_TO_END_SERIAL; node=otter155.eps.surrey.ac.uk; precision=fp32 inference; batch_size=1; comparable_with_end_to_end=true."
EV-EFF-E7b.question_only.cached_feature_head_only,EFF,E7b,S14_EFFICIENCY_TRADEOFF,CORE,E7b::question_only::cached_feature_head_only,CACHED_FEATURE_HEAD_ONLY latency,results/experiments/e7b_serial_efficiency/e7b_results.json,c55d61600124ed76a6383f87d6f0a8744f4d51eec24b2f53ef8aa9edeb76bae4,"timing sample, not an accuracy split",NOT_APPLICABLE,question_only::cached_feature_head_only,NOT_APPLICABLE,,,,,NO_INTERVAL: warm median over repeated passes; the across-pass spread is recorded in the source artefact,NOT_APPLICABLE,,,,latency_and_memory_components,SECONDARY,DESCRIPTIVE_ONLY,VERIFIED,no training; measurement only,,VE0-FIG-A6,VE0-TAB-06,R8_COMPUTATIONAL_EFFICIENCY,,VE0-FIG-A6,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. Latency efficiency only, measured on one node. No power or energy measurement exists anywhere in this project. E7b (otter155) and E9 (otter159) are separate frontiers and are never merged: the fusion bridge control failed its pre-registered 10 per cent tolerance at -18.69 per cent and no adjustment factor is applied. timing_kind=CACHED_FEATURE_HEAD_ONLY; node=otter155.eps.surrey.ac.uk; precision=fp32 inference; batch_size=1; comparable_with_end_to_end=false."
EV-EFF-E7b.reasoner,EFF,E7b,S14_EFFICIENCY_TRADEOFF,CORE,E7b::reasoner,END_TO_END_SERIAL latency,results/experiments/e7b_serial_efficiency/e7b_results.json,c55d61600124ed76a6383f87d6f0a8744f4d51eec24b2f53ef8aa9edeb76bae4,"timing sample, not an accuracy split",NOT_APPLICABLE,reasoner,NOT_APPLICABLE,,9.1719,,,NO_INTERVAL: warm median over repeated passes; the across-pass spread is recorded in the source artefact,NOT_APPLICABLE,,,,warm_median_serial_latency_ms,SECONDARY,DESCRIPTIVE_ONLY,VERIFIED,no training; measurement only,,VE0-FIG-09|VE0-FIG-A6,VE0-TAB-06,R8_COMPUTATIONAL_EFFICIENCY,SLIDE-11-COST-PER-QUERY,VE0-FIG-A6,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. Latency efficiency only, measured on one node. No power or energy measurement exists anywhere in this project. E7b (otter155) and E9 (otter159) are separate frontiers and are never merged: the fusion bridge control failed its pre-registered 10 per cent tolerance at -18.69 per cent and no adjustment factor is applied. timing_kind=END_TO_END_SERIAL; node=otter155.eps.surrey.ac.uk; precision=fp32 inference; batch_size=1; comparable_with_end_to_end=true."
EV-EFF-E7b.reasoner.cached_feature_head_only,EFF,E7b,S14_EFFICIENCY_TRADEOFF,CORE,E7b::reasoner::cached_feature_head_only,CACHED_FEATURE_HEAD_ONLY latency,results/experiments/e7b_serial_efficiency/e7b_results.json,c55d61600124ed76a6383f87d6f0a8744f4d51eec24b2f53ef8aa9edeb76bae4,"timing sample, not an accuracy split",NOT_APPLICABLE,reasoner::cached_feature_head_only,NOT_APPLICABLE,,,,,NO_INTERVAL: warm median over repeated passes; the across-pass spread is recorded in the source artefact,NOT_APPLICABLE,,,,latency_and_memory_components,SECONDARY,DESCRIPTIVE_ONLY,VERIFIED,no training; measurement only,,VE0-FIG-A6,VE0-TAB-06,R8_COMPUTATIONAL_EFFICIENCY,,VE0-FIG-A6,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. Latency efficiency only, measured on one node. No power or energy measurement exists anywhere in this project. E7b (otter155) and E9 (otter159) are separate frontiers and are never merged: the fusion bridge control failed its pre-registered 10 per cent tolerance at -18.69 per cent and no adjustment factor is applied. timing_kind=CACHED_FEATURE_HEAD_ONLY; node=otter155.eps.surrey.ac.uk; precision=fp32 inference; batch_size=1; comparable_with_end_to_end=false."
EV-EFF-E7b.reasoner.cached_image_question_side,EFF,E7b,S14_EFFICIENCY_TRADEOFF,CORE,E7b::reasoner::cached_image_question_side,CACHED_IMAGE_QUESTION_SIDE latency,results/experiments/e7b_serial_efficiency/e7b_results.json,c55d61600124ed76a6383f87d6f0a8744f4d51eec24b2f53ef8aa9edeb76bae4,"timing sample, not an accuracy split",NOT_APPLICABLE,reasoner::cached_image_question_side,NOT_APPLICABLE,,,,,NO_INTERVAL: warm median over repeated passes; the across-pass spread is recorded in the source artefact,NOT_APPLICABLE,,,,latency_and_memory_components,SECONDARY,DESCRIPTIVE_ONLY,VERIFIED,no training; measurement only,,VE0-FIG-A6,VE0-TAB-06,R8_COMPUTATIONAL_EFFICIENCY,,VE0-FIG-A6,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. Latency efficiency only, measured on one node. No power or energy measurement exists anywhere in this project. E7b (otter155) and E9 (otter159) are separate frontiers and are never merged: the fusion bridge control failed its pre-registered 10 per cent tolerance at -18.69 per cent and no adjustment factor is applied. timing_kind=CACHED_IMAGE_QUESTION_SIDE; node=otter155.eps.surrey.ac.uk; precision=fp32 inference; batch_size=1; comparable_with_end_to_end=false."
EV-EFF-E7b.siglip_fusion,EFF,E7b,S14_EFFICIENCY_TRADEOFF,CORE,E7b::siglip_fusion,END_TO_END_SERIAL latency,results/experiments/e7b_serial_efficiency/e7b_results.json,c55d61600124ed76a6383f87d6f0a8744f4d51eec24b2f53ef8aa9edeb76bae4,"timing sample, not an accuracy split",NOT_APPLICABLE,siglip_fusion,NOT_APPLICABLE,,9.8433,,,NO_INTERVAL: warm median over repeated passes; the across-pass spread is recorded in the source artefact,NOT_APPLICABLE,,,,warm_median_serial_latency_ms,SECONDARY,DESCRIPTIVE_ONLY,VERIFIED,no training; measurement only,,VE0-FIG-09|VE0-FIG-A6,VE0-TAB-06,R8_COMPUTATIONAL_EFFICIENCY,SLIDE-11-COST-PER-QUERY,VE0-FIG-A6,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. Latency efficiency only, measured on one node. No power or energy measurement exists anywhere in this project. E7b (otter155) and E9 (otter159) are separate frontiers and are never merged: the fusion bridge control failed its pre-registered 10 per cent tolerance at -18.69 per cent and no adjustment factor is applied. timing_kind=END_TO_END_SERIAL; node=otter155.eps.surrey.ac.uk; precision=fp32 inference; batch_size=1; comparable_with_end_to_end=true."
EV-EFF-E7b.siglip_fusion.cached_feature_head_only,EFF,E7b,S14_EFFICIENCY_TRADEOFF,CORE,E7b::siglip_fusion::cached_feature_head_only,CACHED_FEATURE_HEAD_ONLY latency,results/experiments/e7b_serial_efficiency/e7b_results.json,c55d61600124ed76a6383f87d6f0a8744f4d51eec24b2f53ef8aa9edeb76bae4,"timing sample, not an accuracy split",NOT_APPLICABLE,siglip_fusion::cached_feature_head_only,NOT_APPLICABLE,,,,,NO_INTERVAL: warm median over repeated passes; the across-pass spread is recorded in the source artefact,NOT_APPLICABLE,,,,latency_and_memory_components,SECONDARY,DESCRIPTIVE_ONLY,VERIFIED,no training; measurement only,,VE0-FIG-A6,VE0-TAB-06,R8_COMPUTATIONAL_EFFICIENCY,,VE0-FIG-A6,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. Latency efficiency only, measured on one node. No power or energy measurement exists anywhere in this project. E7b (otter155) and E9 (otter159) are separate frontiers and are never merged: the fusion bridge control failed its pre-registered 10 per cent tolerance at -18.69 per cent and no adjustment factor is applied. timing_kind=CACHED_FEATURE_HEAD_ONLY; node=otter155.eps.surrey.ac.uk; precision=fp32 inference; batch_size=1; comparable_with_end_to_end=false."
EV-EFF-E7b.siglip_fusion.cached_image_question_side,EFF,E7b,S14_EFFICIENCY_TRADEOFF,CORE,E7b::siglip_fusion::cached_image_question_side,CACHED_IMAGE_QUESTION_SIDE latency,results/experiments/e7b_serial_efficiency/e7b_results.json,c55d61600124ed76a6383f87d6f0a8744f4d51eec24b2f53ef8aa9edeb76bae4,"timing sample, not an accuracy split",NOT_APPLICABLE,siglip_fusion::cached_image_question_side,NOT_APPLICABLE,,,,,NO_INTERVAL: warm median over repeated passes; the across-pass spread is recorded in the source artefact,NOT_APPLICABLE,,,,latency_and_memory_components,SECONDARY,DESCRIPTIVE_ONLY,VERIFIED,no training; measurement only,,VE0-FIG-A6,VE0-TAB-06,R8_COMPUTATIONAL_EFFICIENCY,,VE0-FIG-A6,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. Latency efficiency only, measured on one node. No power or energy measurement exists anywhere in this project. E7b (otter155) and E9 (otter159) are separate frontiers and are never merged: the fusion bridge control failed its pre-registered 10 per cent tolerance at -18.69 per cent and no adjustment factor is applied. timing_kind=CACHED_IMAGE_QUESTION_SIDE; node=otter155.eps.surrey.ac.uk; precision=fp32 inference; batch_size=1; comparable_with_end_to_end=false."
EV-EFF-E7b.vocab1000_product,EFF,E7b,S14_EFFICIENCY_TRADEOFF,CORE,E7b::vocab1000_product,END_TO_END_SERIAL latency,results/experiments/e7b_serial_efficiency/e7b_results.json,c55d61600124ed76a6383f87d6f0a8744f4d51eec24b2f53ef8aa9edeb76bae4,"timing sample, not an accuracy split",NOT_APPLICABLE,vocab1000_product,NOT_APPLICABLE,,7.6708,,,NO_INTERVAL: warm median over repeated passes; the across-pass spread is recorded in the source artefact,NOT_APPLICABLE,,,,warm_median_serial_latency_ms,SECONDARY,DESCRIPTIVE_ONLY,VERIFIED,no training; measurement only,,VE0-FIG-09|VE0-FIG-A6,VE0-TAB-06,R8_COMPUTATIONAL_EFFICIENCY,SLIDE-11-COST-PER-QUERY,VE0-FIG-A6,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. Latency efficiency only, measured on one node. No power or energy measurement exists anywhere in this project. E7b (otter155) and E9 (otter159) are separate frontiers and are never merged: the fusion bridge control failed its pre-registered 10 per cent tolerance at -18.69 per cent and no adjustment factor is applied. timing_kind=END_TO_END_SERIAL; node=otter155.eps.surrey.ac.uk; precision=fp32 inference; batch_size=1; comparable_with_end_to_end=true."
EV-EFF-E7b.vocab1000_product.cached_feature_head_only,EFF,E7b,S14_EFFICIENCY_TRADEOFF,CORE,E7b::vocab1000_product::cached_feature_head_only,CACHED_FEATURE_HEAD_ONLY latency,results/experiments/e7b_serial_efficiency/e7b_results.json,c55d61600124ed76a6383f87d6f0a8744f4d51eec24b2f53ef8aa9edeb76bae4,"timing sample, not an accuracy split",NOT_APPLICABLE,vocab1000_product::cached_feature_head_only,NOT_APPLICABLE,,,,,NO_INTERVAL: warm median over repeated passes; the across-pass spread is recorded in the source artefact,NOT_APPLICABLE,,,,latency_and_memory_components,SECONDARY,DESCRIPTIVE_ONLY,VERIFIED,no training; measurement only,,VE0-FIG-A6,VE0-TAB-06,R8_COMPUTATIONAL_EFFICIENCY,,VE0-FIG-A6,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. Latency efficiency only, measured on one node. No power or energy measurement exists anywhere in this project. E7b (otter155) and E9 (otter159) are separate frontiers and are never merged: the fusion bridge control failed its pre-registered 10 per cent tolerance at -18.69 per cent and no adjustment factor is applied. timing_kind=CACHED_FEATURE_HEAD_ONLY; node=otter155.eps.surrey.ac.uk; precision=fp32 inference; batch_size=1; comparable_with_end_to_end=false."
EV-EFF-E7b.vocab1000_product.cached_image_question_side,EFF,E7b,S14_EFFICIENCY_TRADEOFF,CORE,E7b::vocab1000_product::cached_image_question_side,CACHED_IMAGE_QUESTION_SIDE latency,results/experiments/e7b_serial_efficiency/e7b_results.json,c55d61600124ed76a6383f87d6f0a8744f4d51eec24b2f53ef8aa9edeb76bae4,"timing sample, not an accuracy split",NOT_APPLICABLE,vocab1000_product::cached_image_question_side,NOT_APPLICABLE,,,,,NO_INTERVAL: warm median over repeated passes; the across-pass spread is recorded in the source artefact,NOT_APPLICABLE,,,,latency_and_memory_components,SECONDARY,DESCRIPTIVE_ONLY,VERIFIED,no training; measurement only,,VE0-FIG-A6,VE0-TAB-06,R8_COMPUTATIONAL_EFFICIENCY,,VE0-FIG-A6,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. Latency efficiency only, measured on one node. No power or energy measurement exists anywhere in this project. E7b (otter155) and E9 (otter159) are separate frontiers and are never merged: the fusion bridge control failed its pre-registered 10 per cent tolerance at -18.69 per cent and no adjustment factor is applied. timing_kind=CACHED_IMAGE_QUESTION_SIDE; node=otter155.eps.surrey.ac.uk; precision=fp32 inference; batch_size=1; comparable_with_end_to_end=false."
EV-EFF-E9.e8b_B1,EFF,E9,S14_EFFICIENCY_TRADEOFF,SUPPORTING,E9::e8b_B1,END_TO_END_SERIAL latency,results/experiments/e9_compact_vlm/e9_results.json,5d42ae9344fa9d7bcd48589645d62b4d0c20db9a3d9d03288bbddd6832ae2caa,"timing sample, not an accuracy split",NOT_APPLICABLE,e8b_B1,NOT_APPLICABLE,,10.242,,,NO_INTERVAL: warm median over repeated passes; the across-pass spread is recorded in the source artefact,NOT_APPLICABLE,,,,warm_median_serial_latency_ms,SECONDARY,DESCRIPTIVE_ONLY,VERIFIED,no training; evaluation only,,VE0-FIG-09|VE0-FIG-A5,VE0-TAB-06,R8_COMPUTATIONAL_EFFICIENCY,SLIDE-11-COST-PER-QUERY|SLIDE-BACKUP-COMPACT-VLM,VE0-FIG-A5,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. Contextual positioning only, never a leaderboard or fair-protocol superiority claim. Training history, multimodal pretraining, answer support and output format all differ, and SmolVLM-256M's text backbone is the Instruct checkpoint where E8A and E8B use base. No comparison is made against published official GQA scores in either direction. timing_kind=END_TO_END_SERIAL; node=otter159.eps.surrey.ac.uk; precision=fp32 inference; batch_size=1; comparable_with_end_to_end=true."
EV-EFF-E9.e8b_B2_R2,EFF,E9,S14_EFFICIENCY_TRADEOFF,SUPPORTING,E9::e8b_B2_R2,END_TO_END_SERIAL latency,results/experiments/e9_compact_vlm/e9_results.json,5d42ae9344fa9d7bcd48589645d62b4d0c20db9a3d9d03288bbddd6832ae2caa,"timing sample, not an accuracy split",NOT_APPLICABLE,e8b_B2_R2,NOT_APPLICABLE,,39.7326,,,NO_INTERVAL: warm median over repeated passes; the across-pass spread is recorded in the source artefact,NOT_APPLICABLE,,,,warm_median_serial_latency_ms,SECONDARY,DESCRIPTIVE_ONLY,VERIFIED,no training; evaluation only,,VE0-FIG-09|VE0-FIG-A5,VE0-TAB-06,R8_COMPUTATIONAL_EFFICIENCY,SLIDE-11-COST-PER-QUERY|SLIDE-BACKUP-COMPACT-VLM,VE0-FIG-A5,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. Contextual positioning only, never a leaderboard or fair-protocol superiority claim. Training history, multimodal pretraining, answer support and output format all differ, and SmolVLM-256M's text backbone is the Instruct checkpoint where E8A and E8B use base. No comparison is made against published official GQA scores in either direction. timing_kind=END_TO_END_SERIAL; node=otter159.eps.surrey.ac.uk; precision=fp32 inference; batch_size=1; comparable_with_end_to_end=true."
EV-EFF-E9.e8b_B2_R3,EFF,E9,S14_EFFICIENCY_TRADEOFF,SUPPORTING,E9::e8b_B2_R3,END_TO_END_SERIAL latency,results/experiments/e9_compact_vlm/e9_results.json,5d42ae9344fa9d7bcd48589645d62b4d0c20db9a3d9d03288bbddd6832ae2caa,"timing sample, not an accuracy split",NOT_APPLICABLE,e8b_B2_R3,NOT_APPLICABLE,,39.2394,,,NO_INTERVAL: warm median over repeated passes; the across-pass spread is recorded in the source artefact,NOT_APPLICABLE,,,,warm_median_serial_latency_ms,SECONDARY,DESCRIPTIVE_ONLY,VERIFIED,no training; evaluation only,,VE0-FIG-09|VE0-FIG-A5,VE0-TAB-06,R8_COMPUTATIONAL_EFFICIENCY,SLIDE-11-COST-PER-QUERY|SLIDE-BACKUP-COMPACT-VLM,VE0-FIG-A5,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. Contextual positioning only, never a leaderboard or fair-protocol superiority claim. Training history, multimodal pretraining, answer support and output format all differ, and SmolVLM-256M's text backbone is the Instruct checkpoint where E8A and E8B use base. No comparison is made against published official GQA scores in either direction. timing_kind=END_TO_END_SERIAL; node=otter159.eps.surrey.ac.uk; precision=fp32 inference; batch_size=1; comparable_with_end_to_end=true."
EV-EFF-E9.e8b_B3_R2,EFF,E9,S14_EFFICIENCY_TRADEOFF,SUPPORTING,E9::e8b_B3_R2,END_TO_END_SERIAL latency,results/experiments/e9_compact_vlm/e9_results.json,5d42ae9344fa9d7bcd48589645d62b4d0c20db9a3d9d03288bbddd6832ae2caa,"timing sample, not an accuracy split",NOT_APPLICABLE,e8b_B3_R2,NOT_APPLICABLE,,39.6561,,,NO_INTERVAL: warm median over repeated passes; the across-pass spread is recorded in the source artefact,NOT_APPLICABLE,,,,warm_median_serial_latency_ms,SECONDARY,DESCRIPTIVE_ONLY,VERIFIED,no training; evaluation only,,VE0-FIG-09|VE0-FIG-A5,VE0-TAB-06,R8_COMPUTATIONAL_EFFICIENCY,SLIDE-11-COST-PER-QUERY|SLIDE-BACKUP-COMPACT-VLM,VE0-FIG-A5,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. Contextual positioning only, never a leaderboard or fair-protocol superiority claim. Training history, multimodal pretraining, answer support and output format all differ, and SmolVLM-256M's text backbone is the Instruct checkpoint where E8A and E8B use base. No comparison is made against published official GQA scores in either direction. timing_kind=END_TO_END_SERIAL; node=otter159.eps.surrey.ac.uk; precision=fp32 inference; batch_size=1; comparable_with_end_to_end=true."
